,index,name,skills,describe,url,salary_from,salary_to,salary_currency,salary_gross,salary_median,experience,employment
797,1977, аналитик bitrix24 ,1c bitrix crm 1c bitrix bitrix24 тестирование bpmn saas организация мероприятий отчетность торговля , itrack занимается внедрением crm  amocrm и bitrix24  клиентам из малого и среднего бизнеса и разработкой собственных виджетов и приложений на базе этих систем в связи с расширением отдела нам требуется бизнес аналитик по автоматизации процессов с помощью bitrix24  чаще всего мы автоматизируем процессы продаж с помощью внедрения crm мы растем на 150  в год по обороту  и хотим ускорить этот рост с вашей помощью  наши клиенты  микро   малый и средний бизнес  их собственники и руководители отделов продаж  которым нужны современные цифровые инструменты для решения бизнес задач  мы с 2004 года занимаемся разработкой веб сайтов  и с 2015 года внедряем crm решения на базе bitrix24 и amocrm  объединив более 10 опыта веб разработки и бизнес консалтинга наших основателей  наши партнеры  1c bitrix  bitrix24  sipuni  amocrm  roistat  timeweb наш профиль  внедрение и сервисная поддержка crm систем  интеграция с сайтами и другими saas системами  бизнес консалтинг и аналитическая отчетность в сфере продаж почему стоит идти к нам   молодой сплоченный коллектив itrack существует на рынке с 2004 года  а значит является стабильной компанией  где всегда вовремя платят зарплату  здесь можно многому научиться и быстро вырасти по карьерной лестнице  непохожие друг на друга проекты в самых разных сферах  оптовая торговля  онлайн образование  бизнес тренеры и спикеры  гостиничный и туристический бизнес  организация мероприятий и так далее мы сами определяем  с какими клиентами стоит работать  а с какими нет офис в 5 мин ходьбы от м  семеновская  чем вы будете заниматься   ваша нагрузка составит до четырех новых проектов в месяц  90  работы   в офисе участвовать во встречах с заказчиком на этапе пресейла крупных проектов проводить интервью с клиентами удаленно  телеконференция или skype  или в офисе клиента описывать действующие процессы компании  проводить анализ на предмет недостатков отклонений  разрабатывать решения по улучшению анализировать разницу между задачей клиента и реальной задачей  которую необходимо решить писать технические задания моделировать бизнес процессы согласовывать возможные решения с клиентами и разработчиками  затем ставить задачи разработчикам и контролировать их исполнение обучать и консультировать пользователей по возможностям системы и разработанными модулям осуществлять базовую настройку crm системы и импортировать контактную базу клиента проводить тестирование интеграций и виджетов     наш подход к работе   мы всегда нацелены на бизнес результат клиента при этом мы всегда оставляем за собой право предложить клиенту альтернативные решения задачи с учетом нашего опыта мы сами используем в работе продукты  которые предлагаем клиентам  чего мы ждем от вас   активной позиции в проектах  умения четко и доступно выражать свои мысли и систематизировано документировать информацию  внимания к деталям  желания учиться  развиваться и не бояться новых неизвестных задач  готовности работать в команде   вам будет проще  если   у вас высшее техническое образование и вы интересуетесь ит технологиями владеете английским в степени  достаточной для чтения технической документации знаете и умеете пользоваться всеми возможностями bitrix24 знакомы с нотацией bpmn для описания бизнес процессов    ,https://hh.ru/vacancy/36768880,40000.0,60000.0,RUR,False,50000,middle,full
798,1978, ведущий backend разработчик ,csharp net английский язык reactjs linux oop рефакторинг tfs sql postgres redis docker redux nosql di clickhouse net core big data тестирование архитектура оптимизация производительности высоконагруженные системы интеграционное тестирование опыт работы с sql , динамично развивающееся медийное агентство media instinct  приглашает на работу талантливых людей на позицию ведущий backend разработчик  о проекте высоконагруженные системы на стыке digital рекламы  big data технологий и рекламных бизнес процессов  технологии и процессы back  csharp 8 0  net core  postgres  redis  clickhouse  hangfire  docker  tfs  gitfront  redux  reactjs задачи   разработка веб сервисов и служб под платформу linux  проектирование высокопроизводительных и высоконагруженных приложений на net core  проектирование баз данных  проектирование масштабируемых систем  оптимизация производительности систем ожидания   oop  ddd  ioc  di юнит и интеграционное тестирование  рефакторинг понимание принципов построения микро сервисной архитектуры  хэштаблицы и другие структуры данных понимание async await  многопоточной обработки данных опыт работы с sql и nosql базами данных  желательно  распределенная архитектура  фаулер  эванс  рихтер  желательно  оптимизация sql  планы запросов  дедлоки  уровни изоляци желательно опыт разработки в рекламном бизнесе  условия   работа в динамично развивающейся компании  достойная  белая  заработная плата  перспективы профессионального и личностного роста  оформление согласно тк рф  социальный пакет  дмс  английский язык в офисе бесплатно   молодой дружный коллектив профессионалов  офис расположен в 5 минутах ходьбы от м  молодежная   ,https://hh.ru/vacancy/36288991,,250000.0,RUR,False,200000,senior,full
799,1980, менеджер по интернет маркетингу ,ответственность грамотная речь smm коммуникабельность инициативность яндекс метрика google analytics тз analytics отчеты внимательность , компания novoc realty   залог надежности и профессионализма  уже 12 лет мы ведем успешную деятельность на рынке недвижимости московского региона и все это время предлагаем лучшие условия для своих клиентов  придерживаясь международных стандартов ведения бизнеса  мы ищем специалиста по smm с опытом в недвижимости для разработки и реализации плана позиционирования и продвижения бренда и сайта агентства через соц сети  задачи   разработка smm   стратегии     отслеживать тенденции в сфере недвижимости   определять основных конкурентов и анализировать их деятельность в смм   определение ца и увеличение е  охвата  формирование имиджа агентства   согласование стратегии с руководителем   управление рекламой в соц сети     вести аккаунты в социальных сетях   согласовывать рекламные объекты с руководителем агентства   владение инструментами таргетинговой рекламы   своевременно наполнять сообщества фото  и текстовым контентом  одно из важных требований  опыт в создании контента   опыт написания текстов по профилю   обязателен    оперативно реагировать на запросы  комментарии подписчиков   следить за репутацией страниц   ведение сайта агентства     ежедневно следить за своевременной и корректной выгрузкой объектов на сайт   обновлять и поддерживать актуальную информацию   генерировать идеи по улучшению сайта   анализировать тренды конкурентов и писать тз для разработчиков   следить за наличием свежего фото контента  постановка задач с фотографу    анализ и отч тность     анализировать трафик и аудиторию   вести аналитику и отчеты для руководителя   sео оптимизация как плюс   требования   опыт продвижения агентства недвижимости обязателен  отличное владение рекламными инструментами в соц  сетях грамотная речь  устная и письменная   умение и опыт писать интересный и полезный контент  готовность дать ссылки на примеры работ  умение развивать сообщества и привлекать подписчиков без накрутки и их прямой покупки  знание веб аналитики  google analytics  яндекс метрика  и наличие сертификатов в сфере интернет маркетинга как плюс  инициативность  внимательность  коммуникабельность  ответственность  желание расширять свои профессиональные горизонты умение придерживаться сроков и добиваться поставленных целей  предлагаем   отличные возможности для применения и развития профессиональных навыков  конкурентоспособный уровень заработной платы оклад   бонусы  своевременная выплата  дружный  профессиональный  молодой коллектив график 5 2 с 10 00 19 00  либо по согласованию с руководителем  уютный офис в шаговой доступности от метро беляево  2 минуты пешком   рядом с офисом spar с домашней кухней  kfc  шоколадница  кофе порты чай кофе в офисе  ,https://hh.ru/vacancy/36141212,30000.0,,RUR,False,37500,senior,full
800,1982, software developer  branch office in moscow  ,js csharp net английский язык css asp net sql html t sql project management web design fluent in английский язык engineering communication skills payments mobile , software developer  full time  branch office in moscow  the rtsb group is a leading intermodal operator along the one belt one road route with over 20 years of transportation experience  our experienced team  extensive network  flexible logistics solutions and unique web based system mytransoffice have built the rtsb group steadily  we are a growing company with 18 branches in 13 countries along the eurasian corridor  our services include  operations  forwarding  customized logistics projects  truck transport and it solutions in the logistics sector  for the realization of our exciting it projects we are looking for a motivated software developer  reinforce our team in moscow and support us in the constant development of our in house software and the expansion of our it infrastructure    your tasks     support in the design and implementation of it projects and solutions   participation in all phases of the software lifecycle   constant updating and development of our in house software your profile     bachelor or master in computer science  it engineering  or related discipline   knowledge of  csharp  asp net js  sql  especially t sql   html  css   communication skills  organizational skills and flexibility   good interpersonal skills and experienced in project management   you work goal oriented and problem solving oriented  independently  carefully and reliably   you have a structured mindset and a good ability to understand and transform business needs into technical requirements   fluent in английский язык  german is a plus we offer you     a versatile and responsible job in an international company   a permanent full time job with 40 hours per week   special payments  holiday and christmas bonus    continuing education opportunities   home office possibilities thanks to company laptop and mobile phone ,https://hh.ru/vacancy/36736169,130000.0,,RUR,True,162500,junior,full
801,1983, руководитель интернет маркетинга   head of digital marketing ,ads ui seo постановка задач разработчикам тестирование ux smm ms excel dsp google analytics google adwords реклама digital marketing mytarget excel analytics facebook ads cpa , компания  занимающаяся он лайн проектами в сфере healthcare  ищет руководителя отдела интернет маркетинга  если вам откликается тема медицины  у вас сильные компетенции в онлайн маркетинге и вы готовы к релокации на кипр  тогда эта вакансия для вас  обязанности  ключевые выделены жирным    эффективное ведение рекламных компаний для эффективной генерации лидов через организацию размещения рекламных кампаний в digital каналах  ppc  cpa  smm  direct marketing  проработка и написание тех заданий для дизайнеров на рекламные креативы  разработка и реализация эффективной стратегию продвижения в digital  в целях роста конверсии на каждом из этапов воронки привлечения клиента  анализ эффективности каналов  кампаний  контента  работа над качеством трафика  ростом его конверсии  мониторинг тенденций на рынке  тестирование новых каналов и форматов  определение их эффективности  снижение стоимости привлечения лида  cpl  и клиента  cac   оценка конверсий посадочных страниц  предложение по улучшению  руководство их созданием  ui ux  дизайн  тексты  разработка   постановка задач разработчикам по построению сквозной аналитики  руководство seo специалистом и др   требования   performance based marketing подход  профессиональное владение основными инструментами управления контекстной и медийной рекламой  я директ  google adwords  gdn  рся  facebook ads  mytarget  реклама vk  cpa сети  dsp rtb   отличное понимание принципов таргетирования  ремаркетинг ретаргетинг  keywords  similar audience  геотаргетинг  и т д   в различных каналах  продвижения  google search  gdn  gmail  рся  rtb  соц  сети   понимание целей и принципов в разных моделях оплаты трафика  cpc  cpm  cpv  cpa   опыт анализа эффективности цифровых рекламных кампаний  превосходное знание google analytics  и ms excel  наличие сертификатов яндекс   google   никакое не преимущество  преимущество   реальные навыки  опыт разработки рекламных материалов  объявлений  посадочных страниц  проведения a b и split тестов  работа с контентом нацеленная на рост конверсии трафика  успешный опыт управления командой  умение работать с большими объемами информации  фокус на достижении целевых показателей качества и объема закупаемого трафика   условия        интересные проекты  направленные на развитие здравоохранения релокация на кипр возможность в перспективе получения гражданства евросоюза гибкая рабочая атмосфера предоставляющая неограниченные возможности для самореализации достойный уровень оплаты оплачиваемая международная мобильная связь если ты дочитал до конца  мы считаем это плюсом  пришли слово  дочитал   чтобы мы узнали об этом   ,https://hh.ru/vacancy/36414347,1700.0,,USD,False,157250,senior,full
802,1988, ведущий программист cplus ,qt linux cplus oop tdd qml windows ответственность stl ui boost тестирование управление командой 3d анализ требований , обязанности   участие в разработке архитектуры кроссплатформенных приложений на базе qt4  qt5  геоинформационные системы  системы обработки и визуализации телеметрической информации  системы управления роботехникой  3d тренажеры и т д    анализ требований и разработка модели предметной области  управление командой программистов  проектирование ui с использованием qml  разработка автоматизированных тестов  участие в анализе и выборе инструментов и технологий для реализации новых проектов  разработка под linux и windows   требования   образование высшее техническое  опыт от 5 лет  отличное знание cplus stl  отличное знание и понимание концепций oop  знание  понимание и применение на практике шаблонов проектирования  опыт разработки многопоточных приложений  опыт применения методов разработки по через тестирование  tdd   опыт работы в команде  желателен опыт разработки с использованием qt 4 5 и qml  желателен опыт использования boost  желателен опыт работы с linux  стремление к изучению новых технологий   личные качества   исполнительность  ответственность  обучаемость   условия   место работы  г  москва  ул  гостиничная  метро петровско разумовская или владыкино  10 мин  пешком  трудоустройство и соц  пакет в полном соответствии с тк рф  график работы  пн  пт  9 00 18 00 обеденный перерыв 12 30 13 30  возможен гибкий график работы  заработная плата от 100 000 руб     ,https://hh.ru/vacancy/17968826,120000.0,,RUR,False,150000,senior,full
806,1996, контент менеджер   оператор excel ,php css html bitrix seo грамотность тестирование аналитический склад ума администрирование excel редактирование внимательность , дорогой  соискатель  мы остановили разбор резюме до окончания карантина  вы можете откликнуться  мы обязательно вернемся к вашему резюме чуть позже  обязанности   наполнение и редактирование контента интернет магазина  товарные предложения  текстовая информация  таблицы  картинки  новые разделы   администрирование и контроль работоспособности сайта  взаимодействие с внешними разработчиками сайтов  внутренними заказчиками  менеджерами компании  тестирование нового функционала  обработка графики для сайтов  актуализирование ассортимента  акций  цен и другой информации на сайте   требования   продвинутый пользователь excel  на уровне знания операторов  формул    пожалуйста  отнеситесь внимательно к этому требованию     продвинутый пользователь photoshop  опыт контент менеджером bitrix  желательно   опыт обработки большого массива информации  работа с базой  заинтересованность в длительном и плодотворном сотрудничестве  чувство вкуса  юзабилити   грамотность  умение писать на русском без ошибок  желательны навыки копирайтинга и рерайтинга  усидчивость  скрупулезность  способность делать какую то задачу кропотливо  долго  умение выявлять ошибки и предусматривать их  внимательность  аналитический склад ума и системность  достаточный уровень знаний html верстки  css  php   приветствуется  базовые знания в seo   приветствуется  инженерное образование   приветствуется   условия   полная занятость  полный день  уютный офис в стиле лофт  15 мин  пешком от м  римская  площадь ильича   карьерный рост  молодой и дружный коллектив  работа в динамичной компании  гибкий график и разные ништяки обсуждаются   ,https://hh.ru/vacancy/35982788,45000.0,55000.0,RUR,False,50000,middle,full
807,1999, тестирование  qa специалист ,mssql sql oracle sql oracle тестирование удаленная работа qa тз написание отчетов , приглашаем qa специалиста в нашу команду  компания занимается разработкой по для банковской сферы  основной заказчик   сбербанк  большинство наших команд работает в главном здании сбера  на кутузовском проспекте  являемся официальным участником инновационного проекта сколково  что предстоит   анализ бизнес требований  функциональных требований и тз  участие в автоматизации процесса тестирования  разработка тестовой модели  автоматизированных тест кейсов  составление чек листов  проведение системного  интеграционно функционального  регрессионного автоматизированного тестирования в рамках регулярных плановых интеграционных  внеплановых релизов  ведение bug трекера  контроль  тестирование исправления дефектов  выявление и эскалация проблем  написание отчетов по тестированию  обеспечение качества разработки по   потребуется   понимание жизненного цикла разработки по  тесное взаимодействие с командой разработки  в процессе исправления дефектов и при разработке тест кейсов   опыт работы с бд на уровне написания запросов средней сложности  sql oracle  mssql   понимание принципов тестирования  знание теории   желательно   наличие опыта автотестирования   в этом случае готовы обсуждать более высокую з пл    что предлагаем   полное соблюдение тк рф   белая  заработная плата  возможность быть причастным к командам  которые разрабатывают и внедряют самые передовые ит продукты и сервисы в россии  комфортный  современный офис с едой и зонами отдыха  дмс со стоматологией  гибкое начало рабочего дня   участие в профильных конференциях и другие  плюшки        на период карантина   удаленная работа  после него   в офисе  ,https://hh.ru/vacancy/36678980,100000.0,,RUR,True,125000,middle,full
808,2001, тестирование qa ,rest java spring api selenium gitlab soap тестирование удаленная работа qa mq интернет банк дбо , наша компания специализируется на аутсорсинге аналитических работ в проектах ит компаний с госструктурами  наши клиенты   крупные интеграторы  выполняющие проекты для государственного сектора  мы выполняем для клиентов весь спектр работ  связанный с бизнес анализом и системно аналитическими работами в ит проекте  в настоящий момент ищем в команду аналитиков  ориентированных на результат  умеющих и любящих работать руками и головой  для работ в проектах для государственных заказчиков федерального и регионального уровня  возможно сотрудничество как на постоянной  так и на проектной основе  требования     опыт работы с инструментарием  gitlab опыт работы с selenium  java опыт написания тест кейсов опыт написания и анализа автотестов spring фреймворка и принципов работы api  опыт работы с технологиями интеграции систем rest  mq  soap    опыт внедрения систем дбо  интернет банк мобильное приложение  приветствуется    обязанности     разработка  запуск и анализ автотестов банковской системы  подготовка и создания заглушек на среде разработки  работа в кроссфункциональой команде  налаживание эффективных коммуникаций  развитие единого фреймворка автотестов  условия   удаленная работа  готовность работать с 9 00 до 18 00 по московскому времени  график работы 5 2  оформляем через ип или по срочному тд   проект долгосрочный  с пролонгацией   работа в крупных федеральных и региональных проектах  перспективы карьерного и профессионального роста  возможность прокачать свои навыки  интересные  местами сложные и разнообразные задачи   ,https://hh.ru/vacancy/36766609,180000.0,,RUR,False,225000,senior,full
809,2002, тестирование программного обеспечения ,английский язык sql windows svn api тестирование jira vmware testrail , компания inpas  ооо  инпас компани   является ведущим российским поставщиком оборудования  программного обеспечения и сервисов в области платежных решений для банков и ритейла  inpas основана в 1994 году и входит в состав многопрофильного холдинга inline technologies group  занимающего 3 е место в рейтинге поставщиков ит решений для банков  по данным cnews analitycs  2016 год   работа в компании inpas   это работа в дружном и профессиональном коллективе единомышленников  мы предлагаем стабильную работу в сплоченной команде  интересные задачи в крупных социально значимых проектах  возможность профессионального роста  мы заинтересованы в сильных специалистах  профессионалах своего дела  в связи с динамичным развитием проектов открыта вакансия тестированиеа по  требования   знание теории тестирования понимание цикла разработки по  его этапов опыт тестирования веб сервисов  api   пользовательского интерфейса от 6 мес  наличие опыта ручного тестирования опыт работы с системами контроля версий  svn   багтрекирами  jira  работа с os windows на уровне уверенного пользователя  желательно   опыт проектирования тестов опыт тестирования приложений для терминального оборудования опыт тестирования клиент серверных приложений опыт работы с системами оплаты по банковским картам знание основ sql умение работать с командной строкой опыт использования средств виртуализации  vmware  virtual box  знание основ криптографии  обязанности   тестирование программного продукта разработка тестовых сценариев  составление отчетов о тестировании  с использованием testrail  подготовка релизной документации создание и эксплуатация тестовых стендов  мы предлагаем   интересные задачи и возможность присоединиться к команде профессионалов  работу в современном комфортном офисе в 5 7 минутах ходьбы от м  марьина роща с зонами отдыха  кухнями  где всегда есть чай кофе и т д  дополнительно 4 оплачиваемых дня отпуска в год  персональные выходные дни   дмс  поликлиники  стационары  скорая медицинская помощь  стоматология  офисный врач   сезонную вакцинацию от гриппа  корпоративные мероприятия различного формата  несколько раз в году   новогодние подарки для детей сотрудников  корпоративные скидки и программы  спорт  туризм  театры  банковские продукты  частные клиники  английский язык в офисе  график работы с 10 00 до 18 00  в пятницу до 17 00  обеденный перерыв 30 минут  трудоустройство согласно тк рф   ,https://hh.ru/vacancy/36728421,,75000.0,RUR,,60000,middle,full
810,2003, senior qa ,net sql crm мобильные приложения selenium тестирование умение расставлять приоритеты web qa интеграционное тестирование тест планы опыт работы с crm личный кабинет , компания money managing solutions приглашает на работу senior qa в технический департамент для работы над основными сервисами компании  сайт  личный кабинет  crm  мобильное приложение  money managing solutions   официальное представительство zeal capital market в россии  одного из ведущих мировых провайдеров онлайн торговли на рынке forex  драгоценных металлов и cfd  мы обслуживаем частных и институциональных инвесторов по всему миру  работа в money managing solutions   это превосходная возможность продолжить карьеру в высокотехнологичной и динамично развивающейся компании  вам предстоит   проводить функциональное  регрессионное и интеграционное тестирование разрабатываемых систем  преимущественно web и мобильные приложения  frontend  backend   составлять тестовые сценарии  взаимодействовать с проектной командой  проектировать и создавать автоматизированные тесты  selenium  appium   принимать активное участие в настройке тестовых сред  в развитии команды тестирования и процессов тестирования   требования   умение анализировать бизнес и функциональные требования  умение грамотно составлять тест планы  опыт тестирования web сайтов и мобильных приложений  знание sql  умение читать логи и находить причины ошибок английский уровня не ниже intermediate  умение грамотно излагать свои мысли и отстаивать свое мнение  умение разобраться в ситуации неопредел нности  умение расставлять приоритеты и эффективно планировать рабочее время     преимуществом будет   понимание бизнес процессов компании  предоставляющей финансовые услуги  знакомство с metatrader 4  опыт автоматизации тестов  appium  selenium   опыт работы с crm   условия   заработная плата от 200 000 рублей  net   премиальные вознаграждения по результатам успешных проектов  официальное оформление по тк рф  рабочее место в офисе компании   дмс  график работы  5 2 с 10 00 до 19 00  офис в шаговой доступности от м  алексеевская  чай  кофе  фрукты  современное оборудование и по на выбор  отличные перспективы карьерного и профессионального роста  молодой дружный коллектив  лояльное руководство  корпоративные праздники  выезды на природу   ,https://hh.ru/vacancy/35235465,230000.0,,RUR,False,287500,senior,full
812,2007, qa ,linux sql ведение документации http api функциональное тестирование тестирование web qa аналитический склад ума тестирование web приложений внимательность , amzscout   молодая международная ит компания с российскими корнями  мы делаем несколько собственных онлайн продуктов для аналитики продаж на amazon  у нас небольшая команда около 30 человек и мы занимаем место среди топ 5 решений в нашей нише  мы работаем удаленно  в нашей компании приветствуется открытый дружеский формат общения  мнение всех сотрудников важно и к нему прислушиваются остальные  для реализации наших амбициозных целей мы ищем тестера   автотестера  обязанности   проводить ручное функциональное тестирование web приложений и расширений для хрома  тестировать клиент серверное api  заниматься автоматизацией тестирования  общение с пользователями на английском языке для выявления неполадок  составление баг репортов  чек листов  ведение документации  непрерывное совершенствование процессов тестирования и качества продуктов  перевод системы от ручного тестирования к автотестам   требования   английский от b1  средний  разговорный   знание sql  опыт работы с базами данных  опыт работы в linux подобных системах  понимание http  работа с dev tools  api  аналитический склад ума  внимательность к деталям  желание и способность изучать новые технологии  совершенствовать профессиональные навыки  большим плюсом будет опыт автотестирования   условия   стабильно развивающаяся компания  хорошие условия для профессионального роста  работа в молодом  дружелюбном  амбициозном коллективе  интересные проекты и задачи  оплачиваемый отпуск 28 дней в году  гибкий график работы  полный рабочий день   ,https://hh.ru/vacancy/36657255,100000.0,,RUR,False,125000,senior,full
